modello,temperatura,sample_id,n_parole,H_parola_norm,R_gzip,stallo,L_ciclo,L_ciclo_char,V_ciclo,H_ciclo,frazione_stallo,accordo,estratto
Qwen3.5-2B-Base,1.1,3,3528,0.9872350356816276,0.7758825778495263,False,,,,,,,
Qwen3.5-2B-Base,1.1,4,3451,0.9949079966764633,0.7856565877087655,False,,,,,,,
Qwen3.5-2B-Base,1.1,5,3406,0.9897099340806214,0.779953390107377,False,,,,,,,
Qwen3.5-2B-Base,1.2,1,4472,0.9948392606982862,0.7463291235544736,False,,,,,,,
Qwen3.5-2B-Base,1.2,2,4304,0.9965816325984923,0.7482836665409279,False,,,,,,,
Qwen3.5-2B-Base,1.2,3,4254,0.9963353517526804,0.7258198768103878,False,,,,,,,
Qwen3.5-2B-Base,1.2,4,5350,0.9911512500778191,0.7186618656544336,False,,,,,,,
Qwen3.5-2B-Base,1.2,5,4699,0.9943242612502731,0.7474141694027443,False,,,,,,,
Qwen3.5-2B-Base,1.3,1,4799,0.9966710847718152,0.7164834399010401,False,,,,,,,
Qwen3.5-2B-Base,1.3,2,5100,0.9965106125398868,0.7240177439797212,False,,,,,,,
Qwen3.5-2B-Base,1.3,3,4643,0.9962793651827284,0.7332394417059387,False,,,,,,,
Qwen3.5-2B-Base,1.3,4,4515,0.9958542782240947,0.7206078005741895,False,,,,,,,
Qwen3.5-2B-Base,1.3,5,4987,0.9953052242305128,0.721625334648443,False,,,,,,,
Qwen3.5-2B-Base,1.4,1,4935,0.9956703756668283,0.7138863318673077,False,,,,,,,
Qwen3.5-2B-Base,1.4,2,4549,0.9965124084560605,0.7155307802495556,False,,,,,,,
Qwen3.5-2B-Base,1.4,3,4793,0.9970143122186758,0.7056549628629305,False,,,,,,,
Qwen3.5-2B-Base,1.4,4,5027,0.9970471060599607,0.7033999029077456,False,,,,,,,
Qwen3.5-2B-Base,1.4,5,4763,0.9971915755563573,0.7125676281057238,False,,,,,,,
Qwen3.5-2B-Base,1.5,1,4947,0.9966105083260847,0.7139025254314489,False,,,,,,,
Qwen3.5-2B-Base,1.5,2,4642,0.9956811725972512,0.7126308754733793,False,,,,,,,
Qwen3.5-2B-Base,1.5,3,4998,0.9969379364803915,0.7089902215126721,False,,,,,,,
Qwen3.5-2B-Base,1.5,4,4653,0.996873283140216,0.7081782821734665,False,,,,,,,
Qwen3.5-2B-Base,1.5,5,4951,0.9965766219944172,0.7018015327958594,False,,,,,,,
Qwen3.5-4B-Base,0.4,1,16442,0.4418559674454386,0.012774239643257492,True,7.0,35.0,7.0,0.9999999999999999,0.9665490816202409,1.0,been thinking of your son. I have 
Qwen3.5-4B-Base,0.4,2,16962,0.6299500918438261,0.009179596538961199,True,19.0,91.0,12.0,0.9500300908588502,0.9909798372833393,1.0,"not always the best, and that the poor are not always the worst. I know that the rich are "
Qwen3.5-4B-Base,0.4,3,13902,0.8237986347859433,0.008351702179769778,True,41.0,219.0,26.0,0.9684619736296747,0.9848223277226298,1.0,"a good man, and you are right,” said she, and then she added in a tone of reproach: “But you don’t appreciate your children.” “I don’t appreciate them,” said the prince. “I don’t appreciate them.” “Ah, you are "
Qwen3.5-4B-Base,0.4,4,15898,0.7192311617338432,0.012236732121079244,True,70.0,313.0,29.0,0.9009995385629003,0.9671656812177633,1.0,"so unfeeling, so ungrateful. I don’t know how to get along with you.” “Don’t you see that I am trying to be kind to you? I have tried to be kind to you, and I have tried to be kind to your daughters, and I have tried to be kind to your son, and I have tried to be kind to your family, but you are so hard, "
Qwen3.5-4B-Base,0.4,5,11037,0.5920748987376574,0.010251138199441914,True,11.0,63.0,11.0,1.0,0.9787079822415512,1.0,"Tell me, Anna Pávlovna, what do you think of my daughter?” “"
Qwen3.5-4B-Base,0.5,1,13357,0.6580861837441176,0.009790121108363452,True,22.0,118.0,17.0,0.9797975711668521,0.9801602156172793,1.0,"Of course.” “Do you know,” she said, “that I would like to see your daughter again? I would like to see her.” “"
Qwen3.5-4B-Base,0.5,2,12661,0.5434149081971816,0.01324400496799465,True,17.0,104.0,11.0,0.9774959765330465,0.9507937761630203,1.0,yet received it?” said Anna Pávlovna. “Because I have not yet received it.” “Because you have not 
Qwen3.5-4B-Base,0.5,3,14718,0.7017154786759097,0.010280140070035018,True,39.0,204.0,22.0,0.9459699623855721,0.9726865063187933,1.0,"I will love him more,” said the prince. “Ah, you will promise, and you will not keep your promise. You will not love him enough. You are not a true father. You are not a true father.” “Very well, "
Qwen3.5-4B-Base,0.5,4,15613,0.5285593555955811,0.019206375798769836,True,15.0,78.0,12.0,0.9782223928152853,0.9593928136809069,1.0,"romantic. I don’t understand you. You are a romantic, and your daughter is a "
Qwen3.5-4B-Base,0.5,5,14991,0.3694977594095245,0.009215637656004628,True,4.0,20.0,4.0,1.0,0.9744513374691481,1.0,You are not happy. 
Qwen3.5-4B-Base,0.6,1,14299,0.6635242627610957,0.01812938785939382,True,25.0,133.0,24.0,0.995396622994602,0.9604867473249877,1.0,"bit stern?” said Anna Pávlovna. “Yes, I have often seen her very noble-minded,” said the prince. “Don’t you know that she is a "
Qwen3.5-4B-Base,0.6,2,16853,0.46485354934973394,0.012262843926400037,True,9.0,47.0,8.0,0.9825675930733636,0.9811309559128939,1.0,goodness. I believe in the Emperor and in his 
Qwen3.5-4B-Base,0.6,3,15230,0.6561428341992672,0.024543531642799835,True,100.0,537.0,42.0,0.8989822875430677,0.9441891004596191,1.0,"room door was open, but the door of the receiving room on the other side of the room was closed. The Prince and Anna Pávlovna were sitting in a state room on the second floor of the palace. It was a large room, furnished in the old-fashioned style, with a window overlooking the palace garden. The window was closed, and the room was filled with the light of candles. On the other side of the room wa"
Qwen3.5-4B-Base,0.6,4,14026,0.7791131440423944,0.020532026508360227,True,123.0,638.0,59.0,0.9147238754212746,0.7516041636959931,1.0,"in the garden of the House of the cossack colonel. Will you come?” “Why?” “Because she is a Russian.” “Ah, a Russian!” said the prince. “I don’t like the colonel because he is a brute. My father was a cossack. He was not a brute. He was an old, old cossack who had been in the service of the government for a hundred years. He was a man of great sense and a great patriot. He was a real cossack.” “Do"
Qwen3.5-4B-Base,0.6,5,15779,0.5757192521719381,0.010549620968647016,True,15.0,93.0,12.0,0.9782223928152853,0.9829520248431459,1.0,their character. They are the most distinguished of the distinguished. I am not speaking of 
Qwen3.5-4B-Base,0.7,1,14611,0.49441332885525374,0.04408324836562107,True,11.0,59.0,11.0,1.0,0.8875504756690165,1.0,"will tell you what to do,” said the Dowager Empress. “I "
Qwen3.5-4B-Base,0.7,2,13240,0.5170883003387272,0.019648245882243464,True,27.0,145.0,14.0,0.9423494451524698,0.9575528700906344,1.0,"Where? I will give you the address.” Anna Pávlovna said: “I will see him, and I will see him, and I will see him.” The prince said: “"
Qwen3.5-4B-Base,0.7,3,14074,0.5383925078240217,0.03610919345213718,True,42.0,230.0,15.0,0.9779871634094389,0.8988205201080006,1.0,Don’t speak to me of the Dowager Empress.” “I shall come here every day.” “Don’t speak to me of the Dowager Empress.” “I shall come here every day.” “I shall come here every day.” “I shall come here every day.” “
Qwen3.5-4B-Base,0.7,4,15600,0.5600362810449331,0.04059548708089219,True,29.0,142.0,21.0,0.9685537816753236,0.9140384615384616,1.0,"and mother were proud of him. The prince was a good man, but he was not a good man. Anatole was a boy of small talents, and his father "
Qwen3.5-4B-Base,0.7,5,11529,0.4365538506309305,0.02230699698181428,True,12.0,68.0,8.0,0.9172097224626077,0.9094457455113193,1.0,"Duchesse de Mortemart, and the great-great-great-great-aunt of the "
Qwen3.5-4B-Base,0.8,1,12872,0.4993442725594532,0.061243518021815206,True,12.0,74.0,11.0,0.9881090915741206,0.8339030453697949,1.0,Dowager Empress had died. Madame de Narsky had returned from France. The 
Qwen3.5-4B-Base,0.8,2,15172,0.5663210440107352,0.0867211931681501,True,13.0,63.0,13.0,1.0000000000000002,0.7478249406802003,1.0,love her son-in-law. The Dowager Empress had not known how to 
Qwen3.5-4B-Base,0.8,3,13082,0.5003561579430198,0.06323976210306521,True,18.0,105.0,10.0,0.9750656322073749,0.6115272894052897,0.9998747181157605,"know,” said the prince. “Please,” said Anna Pávlovna. “I don’t know,” said the prince. “I don’t "
Qwen3.5-4B-Base,0.8,4,14510,0.4460904286665895,0.04648643443510918,True,8.0,42.0,8.0,1.0,0.8569262577532736,1.0,do!” said the prince. “Tell me what to 
Qwen3.5-4B-Base,0.8,5,16486,0.492278258960677,0.09095836667268926,False,,,,,,,
Qwen3.5-4B-Base,0.9,1,13603,0.4153866811223124,0.12669702884406853,False,,,,,,,
Qwen3.5-4B-Base,0.9,2,11004,0.3470627179485335,0.1506898476752532,True,1.0,9.0,1.0,0.0,0.6770265358051618,0.9994630151698215,ah!” “
Qwen3.5-4B-Base,0.9,3,13439,0.4507484234023394,0.12948762879371978,True,13.0,65.0,5.0,0.9311133210541701,0.7104695289828112,1.0,"Empress, or the Empress of the Empress’s, or the Empress of the "
Qwen3.5-4B-Base,0.9,4,15996,0.3482254964049944,0.054373366298326904,True,7.0,47.0,5.0,0.9165164431996023,0.8207051762940735,0.9994665040774331,"Russian Russian Senate of the Russian Nation, "
Qwen3.5-4B-Base,0.9,5,11788,0.5772119683689987,0.10095523506274583,False,,,,,,,
Qwen3.5-4B-Base,1.0,1,11526,0.8648220711026091,0.5534365558912386,False,,,,,,,
Qwen3.5-4B-Base,1.0,2,9375,0.8586527493300703,0.5683165488179416,False,,,,,,,
Qwen3.5-4B-Base,1.0,3,6758,0.9218772219455907,0.5991088478676002,False,,,,,,,
Qwen3.5-4B-Base,1.0,4,8924,0.8680677532538832,0.5106242479382502,False,,,,,,,
Qwen3.5-4B-Base,1.0,5,8754,0.8785347366364548,0.5935099116094384,False,,,,,,,
Qwen3.5-4B-Base,1.1,1,10351,0.9806410924344321,0.5973469146038138,False,,,,,,,
Qwen3.5-4B-Base,1.1,2,10889,0.9746220259821587,0.5625834374057965,False,,,,,,,
Qwen3.5-4B-Base,1.1,3,10782,0.9778513426158524,0.5632938783459199,False,,,,,,,
Qwen3.5-4B-Base,1.1,4,11082,0.9759707581342354,0.5622844921653354,False,,,,,,,
Qwen3.5-4B-Base,1.1,5,10242,0.9788865228976548,0.5957676787086856,False,,,,,,,
Qwen3.5-4B-Base,1.2,1,6185,0.9923811808258688,0.6649022503619003,False,,,,,,,
Qwen3.5-4B-Base,1.2,2,8258,0.9897564637265249,0.6218462141503888,False,,,,,,,
Qwen3.5-4B-Base,1.2,3,8417,0.9911355982209757,0.6191935565574186,False,,,,,,,
Qwen3.5-4B-Base,1.2,4,9091,0.9891714139364765,0.6146299902629017,False,,,,,,,
Qwen3.5-4B-Base,1.2,5,10172,0.9875691804323038,0.6008433210349016,False,,,,,,,
Qwen3.5-4B-Base,1.3,1,8153,0.9926945452487362,0.6257669494227949,False,,,,,,,
Qwen3.5-4B-Base,1.3,2,6549,0.9839516410038944,0.6123843007820908,False,,,,,,,
Qwen3.5-4B-Base,1.3,3,7363,0.9919636299251328,0.6234496401473248,False,,,,,,,
Qwen3.5-4B-Base,1.3,4,6511,0.9700902692922555,0.5771345500604526,False,,,,,,,
Qwen3.5-4B-Base,1.3,5,8729,0.9918712485882777,0.6136627064618951,False,,,,,,,
Qwen3.5-4B-Base,1.4,1,7419,0.993650919596325,0.6374477518261822,False,,,,,,,
Qwen3.5-4B-Base,1.4,2,6844,0.993901860955738,0.6551051821446896,False,,,,,,,
Qwen3.5-4B-Base,1.4,3,7478,0.9925446660056676,0.6316924808403451,False,,,,,,,
Qwen3.5-4B-Base,1.4,4,7370,0.9943657905445208,0.6378709361042266,False,,,,,,,
Qwen3.5-4B-Base,1.4,5,7386,0.9848916251847034,0.6027607982836093,False,,,,,,,
Qwen3.5-4B-Base,1.5,1,6938,0.9937566905438284,0.6453379096183706,False,,,,,,,
Qwen3.5-4B-Base,1.5,2,7275,0.9948839321975899,0.651837257684518,False,,,,,,,
Qwen3.5-4B-Base,1.5,3,6748,0.9929570247688594,0.6442877094972067,False,,,,,,,
Qwen3.5-4B-Base,1.5,4,6002,0.9846962417867157,0.6172021735701894,False,,,,,,,
Qwen3.5-4B-Base,1.5,5,7069,0.994689009132914,0.6494205638201693,False,,,,,,,
