corpus,titolo,sequenza,tipo,n_eventi,gamma,gamma_A1,gamma_A2,cv_tau
wikipedia,Winston Churchill,b,lettera,824,1.1224960504780548,0.9602943090922152,1.0169486173776048,0.9813482753808643
wikipedia,Winston Churchill,the,funzione,638,1.2329970195733146,0.9817477057732543,1.0770527259412797,0.9809180837027983
wikipedia,Winston Churchill,of,funzione,321,1.044122210743517,0.9401664607383237,0.9338192675694735,1.002033649561523
wikipedia,Winston Churchill,in,funzione,310,1.0881862015351855,1.0182861589884842,1.0253643507187744,1.0004097003505634
wikipedia,Winston Churchill,to,funzione,282,1.006454832218567,0.9671961339750604,0.9156414021766475,0.8625033610494283
wikipedia,Winston Churchill,and,funzione,273,1.1333066470043711,0.9842584297133213,0.9907131001533228,0.8716471382839597
wikipedia,Winston Churchill,he,funzione,200,1.2316166234930535,0.9186658265728432,1.134831999355823,1.0642490649275065
wikipedia,Winston Churchill,churchill,keyword,205,0.8913486625430653,1.056740494638524,0.8710036985680437,0.6809088715332788
wikipedia,Winston Churchill,government,keyword,49,1.150801068446732,0.9616281351221102,1.1741712829697342,1.4626390385919392
wikipedia,Winston Churchill,british,keyword,35,1.0052854120274737,0.9594664731298069,0.9778585035620045,0.9182640797801053
wikipedia,Winston Churchill,may,keyword,25,1.0843007009454213,1.026703147007981,1.0572629464192838,1.2180165816280901
wikipedia,Winston Churchill,conservative,keyword,27,1.1965768811979658,0.9769069466493486,1.142374974242131,1.211336479964624
wikipedia,Winston Churchill,first,keyword,24,0.9894654249073042,1.0008118118609313,1.0222178349927074,0.9440329250286654
wikipedia,Winston Churchill,minister,keyword,23,1.2295973494265955,0.9453806648079377,1.0630654987925279,1.4163379672899372
wikipedia,Winston Churchill,was,appaiata,176,1.1161274309269673,1.0032119551909775,0.9900360797523988,1.0095399010561017
wikipedia,Winston Churchill,an,appaiata,41,1.131517361439873,1.0197461412069675,1.0928562991178443,1.0934832395244833
wikipedia,Winston Churchill,had,appaiata,36,1.0462618200112979,1.037011172691936,1.0527695006669537,1.0701464847529043
wikipedia,Winston Churchill,him,appaiata,25,0.8683302637747542,0.9986550100850112,0.8826396079595574,0.6988965859935082
wikipedia,Winston Churchill,would,appaiata,24,0.9836361163517473,0.9936079972512211,1.0578229277413007,0.8108612803980862
wikipedia,Winston Churchill,this,appaiata,25,1.128662874512542,0.9260645495067698,1.1295243600668672,1.0261016839274673
wikipedia,Winston Churchill,after,appaiata,22,0.9652807315360795,1.0448655365465502,0.9989654414170218,0.8837044445351643
wikipedia,France,vocali,vocali,18231,1.2375707284423771,1.045089402503532,1.017838723336225,0.5616325022869234
wikipedia,France,spazio,spazio,9227,1.1952145673174253,0.9725125988219174,0.9306659402599541,0.47839682365768116
wikipedia,France,e,lettera,5870,1.1595232629389478,1.0128585001860893,0.9710917911838198,0.8101699389551446
wikipedia,France,t,lettera,4062,0.9852581148676934,0.9668569888560228,0.9916198659218844,0.8613460690819502
wikipedia,France,a,lettera,3977,1.176109900733233,0.9702113580180806,0.9950052034921487,0.8721505882780433
wikipedia,France,n,lettera,3923,1.2177278633968451,1.04423610325558,0.9237422578391544,0.8301537842322316
wikipedia,France,i,lettera,3797,1.253784687529071,0.9707891760212201,1.001905436496578,0.9057598769415445
wikipedia,France,r,lettera,3461,1.257749803638685,0.9816879028031198,0.9957727818890602,0.8055416466214919
wikipedia,France,o,lettera,3270,1.041375023651664,1.0509397762844694,0.9773773620591374,0.8710685293226309
wikipedia,France,s,lettera,2846,1.3418582056430755,1.0064478793530156,1.0125888410978874,0.9557276557860928
wikipedia,France,h,lettera,2064,1.1870986329923676,0.9792601899411132,1.018390535449296,0.9511397794349512
wikipedia,France,l,lettera,2063,1.2652735756357547,1.050499120473292,0.9709391984214232,1.0019383859439426
wikipedia,France,c,lettera,1921,1.1682754356135034,1.0336811313552505,0.980183071661941,0.962610556379388
wikipedia,France,d,lettera,1805,1.2192124482966642,0.947425928559777,0.9604978574953426,0.9295800240016213
wikipedia,France,u,lettera,1317,1.121794344867006,1.001372217779036,1.0028408119899708,1.0179234980654142
wikipedia,France,f,lettera,1211,1.2519275951949418,0.9375382108473618,1.0828425840104179,1.081951563519348
wikipedia,France,m,lettera,1178,1.2134550068701104,1.0816545539230795,1.0820576482029027,0.9892026700707872
wikipedia,France,p,lettera,1030,1.0639208665389424,0.9932553722793521,1.0486246628788518,1.0557238192830019
wikipedia,France,g,lettera,900,1.2633054214396147,0.901703616204414,1.0142339811850611,1.0447185916549577
wikipedia,France,y,lettera,663,1.230797126735787,1.0090968598885413,1.0323353672287057,1.0138674862562622
wikipedia,France,w,lettera,654,1.2089644316449941,0.9301638419638091,1.064679710263921,1.0869055825460454
wikipedia,France,the,funzione,866,1.2017547276196738,1.0280205524899368,0.9993438292229335,0.9815820513206871
wikipedia,France,of,funzione,384,1.1145452704435035,0.8808164790647471,0.9840316413444549,1.0241012957431266
wikipedia,France,and,funzione,381,1.0627648482333256,1.0193643315750585,0.9719130001651853,0.8620229265294249
wikipedia,France,in,funzione,309,1.1438978751992177,0.9637131079369169,0.9823197275766065,1.0020503442754294
wikipedia,France,to,funzione,147,1.0898519391325956,0.9915864844901087,1.0230831155456466,1.088400608890784
wikipedia,France,is,funzione,94,1.2927635953892032,1.0027828890226418,1.2555811173631801,2.1786112566090163
wikipedia,France,france,keyword,160,1.192908611038163,1.0186973290219712,1.1433311170669718,1.2360572071014504
wikipedia,France,french,keyword,106,1.186180062500594,1.0432554727833772,1.1661497435342225,1.3283379926774375
wikipedia,France,world,keyword,45,1.2655480481760941,1.008627656918215,1.2187336702080704,2.0932546332723057
wikipedia,France,million,keyword,31,1.4661628421366506,1.0020816374667425,1.2418082748114208,2.340521730951791
wikipedia,France,europe,keyword,34,1.0191118396954486,0.992449239440561,0.9945598434948765,0.9542647271004012
wikipedia,France,since,keyword,27,1.121070413877369,1.062658036068689,1.1722220407387882,1.210703884306246
wikipedia,France,war,keyword,24,1.2775130392242318,1.012367097423299,1.2531544864336657,1.7378648998082211
wikipedia,France,by,appaiata,90,1.0390855933286824,0.9602850503834081,1.0375497649001437,1.0978226800113606
wikipedia,France,was,appaiata,83,1.3368124053203994,0.9827686890898124,1.242766624297828,1.5513195985979535
wikipedia,France,th,appaiata,33,1.1180215930974002,1.0344917068388477,1.1100441835132984,1.7657260627456581
wikipedia,France,law,appaiata,30,1.702237088864775,1.079933131440307,1.540323555026238,3.0151223374904736
wikipedia,France,at,appaiata,27,1.1204476238196115,1.0098180920482773,1.0261606800475709,1.4171935863322795
wikipedia,France,one,appaiata,30,1.167440758480032,1.0400052243301199,1.1346421307991568,1.377624393073043
wikipedia,France,on,appaiata,23,0.9831242033430141,0.9097128987971567,0.9304106396108045,0.7668847156454985
wikipedia,United States,vocali,vocali,18521,1.331869830750644,0.9961130601231298,1.0016377679183996,0.551661495038571
wikipedia,United States,spazio,spazio,9087,1.2045958165959523,1.045364533827578,1.0299799320381828,0.48432452675877447
wikipedia,United States,e,lettera,5943,1.242450479318164,1.0170885103649099,0.955523948522365,0.8199116945452023
wikipedia,United States,t,lettera,4621,1.1765160860377986,0.986262284177044,1.0426424988069294,0.8530742658967791
wikipedia,United States,a,lettera,4064,1.147677633846818,1.045873342580104,0.9707843864231815,0.8572554592342414
wikipedia,United States,i,lettera,3815,1.1918631094669554,0.878746757084358,0.9479819243357128,0.9082147482093279
wikipedia,United States,n,lettera,3752,1.3511514066927197,0.9791163277437155,0.9827674197306512,0.8554937586894223
wikipedia,United States,o,lettera,3364,1.2289883260062848,0.9555866523852563,0.9270368105982972,0.8600092448788325
wikipedia,United States,s,lettera,3250,1.2321395425519588,0.9851606852660669,0.9607418517985383,0.9152370333216311
wikipedia,United States,r,lettera,3150,1.1356055076836709,1.025477486201729,0.9995343275817317,0.8353521785082478
wikipedia,United States,l,lettera,1993,1.1839874438328268,1.017488127266912,0.9370349734255653,1.0217761036125395
wikipedia,United States,h,lettera,1979,1.067029755218931,0.9611145575915999,1.0568596811102389,0.8943230455796463
wikipedia,United States,d,lettera,1887,1.2245121281466484,1.0155441914489505,0.9418366685975487,0.8625238807070932
wikipedia,United States,c,lettera,1739,1.1508709007455469,0.9947220118750226,0.9928226092355669,0.9710849710989258
wikipedia,United States,u,lettera,1335,1.188228220337071,0.9752214416503899,0.9726565625051394,0.9391530225627573
wikipedia,United States,m,lettera,1162,1.131030622078687,1.0214104314116144,0.9918862779205266,1.0025789037803565
wikipedia,United States,p,lettera,1024,1.0582508225441116,0.9334432507111595,1.0226715085379905,1.097058932639661
wikipedia,United States,f,lettera,997,1.1386589167421954,0.9859346590188576,1.00467435823629,0.9795653234880851
wikipedia,United States,g,lettera,856,1.0507853920977082,1.017015131515574,0.9342231754855183,0.9653388439195082
wikipedia,United States,y,lettera,660,1.1463917885479782,1.027446912399222,1.0174567780417372,0.9946826431274715
wikipedia,United States,w,lettera,637,1.1961208017642218,0.9733784026522416,1.0575757495189608,1.0203467727544484
wikipedia,United States,the,funzione,914,1.1666663143442297,1.0027990630888726,1.0021632699504488,0.8947007300266626
wikipedia,United States,of,funzione,372,1.1480660444849213,1.0164115925521398,1.0453360984565998,1.0322746638672875
wikipedia,United States,and,funzione,327,1.1014148674443918,1.0742570542236864,0.8867163479925443,0.8174941932455186
wikipedia,United States,in,funzione,298,1.074189801368084,1.0633103941828743,1.0417596096862143,1.0484350053420897
wikipedia,United States,to,funzione,150,1.1687982157934038,0.9767696437508571,1.102022615968929,1.3215146634607877
wikipedia,United States,is,funzione,96,1.3524971491102775,0.9975706078959052,1.3065548204946271,2.220576334358749
wikipedia,United States,states,keyword,126,1.0210471550549414,0.9632069160920554,1.054510602318344,1.001664346986243
wikipedia,United States,united,keyword,100,1.1009542466390192,0.9264496901060341,1.027809185555615,1.0355334409938508
wikipedia,United States,federal,keyword,49,1.4291718901049058,0.9802097402157179,1.3059823076495558,1.773362538577206
wikipedia,United States,state,keyword,40,1.376752594459271,0.9601282737538909,1.3667202240587812,1.9801596438797047
wikipedia,United States,war,keyword,35,1.4455087643857092,0.9807192610561669,1.2711812051880784,1.8449610475539417
wikipedia,United States,world's,keyword,30,1.2698543966158913,0.9331254615613312,1.1874816604164244,2.0180482943195006
wikipedia,United States,american,keyword,32,1.0802392541013448,0.9056052345060154,1.0443297748045286,1.1184071764670043
wikipedia,United States,by,appaiata,90,1.134279835929198,1.011090442035896,1.117538289718971,1.088473594388391
wikipedia,United States,with,appaiata,72,1.1347454067466016,0.9370091311649652,1.031473176650325,0.9613251273091762
wikipedia,United States,for,appaiata,49,1.0874396224922693,1.0105317752519098,1.0663405097318934,1.134273776721593
wikipedia,United States,its,appaiata,34,1.0547335714197232,1.033672815178935,1.0284996253796987,0.9195378815233171
wikipedia,United States,that,appaiata,34,1.1483853882571697,0.9914254253910836,1.1078986299076934,1.1055414068335465
wikipedia,United States,it,appaiata,31,0.9513272793037946,0.9591926389853934,0.9538639074315588,0.8958030542787634
wikipedia,United States,on,appaiata,31,1.077611845648984,1.0145295370963188,1.0681973424319857,1.2570391408004156
wikipedia,Socialism,vocali,vocali,19520,1.237547660546426,1.0624817442134835,0.9444240149492543,0.49679290253297026
wikipedia,Socialism,spazio,spazio,8723,1.1940409735177833,0.9819824170143927,0.9782612130206892,0.5028594469039331
wikipedia,Socialism,e,lettera,5151,1.235419649242987,0.9329165277571226,1.019401334721275,0.8591707628101836
wikipedia,Socialism,i,lettera,4778,1.222553780945716,0.975240128069626,0.9975794763484617,0.8723382974300654
wikipedia,Socialism,t,lettera,4479,1.3688659845436297,0.9743358885581012,0.9845317383765515,0.8284103739062301
wikipedia,Socialism,a,lettera,4275,1.309395950915663,0.8860501424297063,0.9399153860168709,0.8427171998428885
wikipedia,Socialism,o,lettera,4068,1.2217024405136536,0.9961973962069074,0.9855405437301493,0.8309430195367786
wikipedia,Socialism,s,lettera,3851,1.045811500062498,0.9607711991065706,1.0050005745075632,0.9161070825775355
wikipedia,Socialism,n,lettera,3375,1.1682433420974088,0.9941059642449598,1.0135997611826364,0.8832747739903204
wikipedia,Socialism,r,lettera,2981,1.1636776855815254,1.007430237202472,0.9412798610119569,0.8477675684981587
wikipedia,Socialism,c,lettera,2374,1.2796016318886634,0.9984592027534367,0.9917824046741233,0.9647107227376077
wikipedia,Socialism,l,lettera,2349,1.2836797140907412,1.011328097429328,0.957444162551221,0.8763037964060567
wikipedia,Socialism,h,lettera,1800,1.1178409901397612,1.002100899220429,0.9507027469456596,0.9554539138225048
wikipedia,Socialism,d,lettera,1702,1.0353488937891047,0.9847034247892742,1.0033558594991099,0.9009067053633663
wikipedia,Socialism,m,lettera,1638,1.4017568376933247,0.9312822428761693,1.0510216002341,1.0537351175424376
wikipedia,Socialism,u,lettera,1248,1.2739759309427205,0.9781690253470163,0.9728735069159612,0.9894148100507232
wikipedia,Socialism,p,lettera,1045,1.1901583988289721,0.9809983361366426,1.0232302864886336,1.0289367357635628
wikipedia,Socialism,f,lettera,1032,1.030482107606932,0.9482167339189577,1.071280138030302,0.9861304261602594
wikipedia,Socialism,y,lettera,703,1.1032075072187115,1.0144271171032817,0.9856468402651207,0.9366508644628918
wikipedia,Socialism,g,lettera,650,1.186364565146626,1.0184554276397766,1.0077707451996014,0.9795793529361378
wikipedia,Socialism,b,lettera,580,1.18187666733691,1.0294419680615547,0.9285420584948502,1.0307789230748559
wikipedia,Socialism,the,funzione,575,1.3112709000773317,1.045748780813218,1.1062895913612734,1.0219602573547695
wikipedia,Socialism,of,funzione,422,1.1173054357930794,0.9038535517172946,1.060960821673181,0.9749727500927515
wikipedia,Socialism,and,funzione,347,1.057697884885228,0.9288207824468208,0.9726359414711153,0.8022377163385602
wikipedia,Socialism,to,funzione,234,1.2010862054068172,0.9219366249066404,1.0195059625195053,1.014456132112746
wikipedia,Socialism,in,funzione,222,1.3002895269531352,0.9616980706419183,1.0218699636944593,1.07318898498218
wikipedia,Socialism,as,funzione,137,0.8601513268576132,1.0521533587649536,0.8424409060285968,0.8477517019500465
wikipedia,Socialism,socialism,keyword,143,1.312904454583854,0.974970123320143,1.2035918779556407,1.560684125604529
wikipedia,Socialism,socialist,keyword,105,1.1382921994552393,0.9648619400988429,0.9802266342222806,1.1158766061859253
wikipedia,Socialism,social,keyword,88,1.251553481850532,0.9987190181609872,1.168313288522027,1.6247393382229331
wikipedia,Socialism,socialists,keyword,51,1.0920892820186847,0.9902612517860839,1.017464581553723,0.9962135495870713
wikipedia,Socialism,economic,keyword,45,1.0285629572802328,1.0763108023967447,1.1597809253101616,1.3483578203036017
wikipedia,Socialism,state,keyword,44,1.34729458569202,1.0246245223153527,1.2712658783979829,1.4559856619230236
wikipedia,Socialism,democratic,keyword,44,1.3266709140535489,1.0007513089047608,1.2714730082904762,1.9328296565515892
wikipedia,Socialism,that,appaiata,127,1.0629411225759802,0.9537060980430511,1.121763723190975,1.1210679702674544
wikipedia,Socialism,is,appaiata,87,1.150515886494251,1.02515517630974,1.0779524715549416,1.0878705964317141
wikipedia,Socialism,by,appaiata,68,1.0149618200744133,0.9609336807695011,0.9911148662343182,0.939440295995088
wikipedia,Socialism,with,appaiata,47,1.0666972880775214,1.0032630791611123,1.055671394134033,1.0536114240033398
wikipedia,Socialism,be,appaiata,46,1.034722858902175,1.0121105209194905,1.0073647172693336,0.9638929744829885
wikipedia,Socialism,an,appaiata,44,1.073706069273443,0.9638280767055104,0.9627720797252307,0.9802975716551847
wikipedia,Socialism,it,appaiata,44,1.1310957783787912,0.9964604202388788,1.1265605233195066,1.2160246415960714
wikipedia,Wikipedia,vocali,vocali,19316,1.2009047651165716,1.020637314482421,0.9675087320131271,0.5207296418231346
wikipedia,Wikipedia,spazio,spazio,9037,1.1104158376464197,1.0319384669928855,1.0463370690820366,0.4891790379808182
wikipedia,Wikipedia,e,lettera,5932,1.2240369607797859,0.8819733712428407,0.8377584445398009,0.8052840435136102
wikipedia,Wikipedia,i,lettera,4685,1.1385318762737624,0.8981988324850577,0.9678935724348632,0.9365349458492277
wikipedia,Wikipedia,t,lettera,4080,1.169044314476652,0.9193862971148167,0.9578090812402956,0.8729982107744418
wikipedia,Wikipedia,a,lettera,4042,1.2041914870434625,0.9824756717044624,0.894741015280983,0.8233271853893301
wikipedia,Wikipedia,n,lettera,3414,1.0262204180789711,0.9821788903955189,0.9684179838476936,0.8595398168662474
wikipedia,Wikipedia,o,lettera,3396,1.0676222816779102,1.0352621375094764,0.869477038524758,0.8659054250741163
wikipedia,Wikipedia,s,lettera,3077,1.0918269648914378,0.9490044604481266,0.9852493356558676,0.921170445386515
wikipedia,Wikipedia,r,lettera,2990,1.1179757496072031,1.0209415291938764,0.9887638282371226,0.8865386328363332
wikipedia,Wikipedia,d,lettera,2199,1.0717670596839888,0.953679941029034,1.0096883255891618,0.8703951657392789
wikipedia,Wikipedia,l,lettera,1874,1.1056827204124884,0.9861339060387443,0.9190368621190794,0.9922415509646162
wikipedia,Wikipedia,c,lettera,1819,1.2143703689249903,0.984931115812178,1.0047874368721896,0.9432014356056216
wikipedia,Wikipedia,h,lettera,1663,1.1219788118319505,1.051619067144039,0.9562191517153954,0.954048521502504
wikipedia,Wikipedia,u,lettera,1261,1.136805672868892,0.9895230738532051,1.0417922789096716,0.9534458704956335
wikipedia,Wikipedia,p,lettera,1218,1.1242587374440969,0.8919029730802696,0.9702283442542771,0.9902814229546668
wikipedia,Wikipedia,m,lettera,1115,1.125524114492775,1.043425080821781,0.9461206980603825,1.0031851308698356
wikipedia,Wikipedia,f,lettera,1003,1.1851447351453919,0.9499277539566581,0.8969573991295089,0.9957050629896317
wikipedia,Wikipedia,w,lettera,928,1.2677782757450409,0.983604559613541,1.0498426707549,0.9861485873594618
wikipedia,Wikipedia,g,lettera,912,1.1031540912552562,0.9762571594142987,0.9538617537333328,0.9672384564057641
wikipedia,Wikipedia,y,lettera,697,1.050206057479409,0.9867532969579326,0.9170804032118216,0.967257836188115
wikipedia,Wikipedia,the,funzione,500,1.128740053512755,1.0012414037089923,1.0399054685439504,0.9743131737540638
wikipedia,Wikipedia,of,funzione,336,0.9752060127583366,0.991264830558925,0.9811436824666782,0.9986360757601281
wikipedia,Wikipedia,in,funzione,257,1.200618926103802,0.9721323479888843,1.074920767830049,1.0334140543868233
wikipedia,Wikipedia,and,funzione,248,0.9809850996846038,1.004576850556872,0.9560577304331979,0.8403596853180767
wikipedia,Wikipedia,to,funzione,218,1.026864340156135,0.9277218747722552,0.9838116938500052,0.9089169373164631
wikipedia,Wikipedia,that,funzione,147,1.2620112036589608,0.882689964574479,1.1841203084138818,1.1964965698789574
wikipedia,Wikipedia,wikipedia,keyword,262,1.2038666991209603,0.8710682611371626,1.0169318813163877,0.9108544732048492
wikipedia,Wikipedia,articles,keyword,65,1.2837512036152356,0.9414597735380549,1.2402798111567568,1.445902704679756
wikipedia,Wikipedia,editors,keyword,58,1.2535074420633252,1.0632764861141613,1.1880175950717033,1.2229324498241507
wikipedia,Wikipedia,article,keyword,46,1.065937734004898,0.888160941181552,1.0626957029340336,0.9719956270357617
wikipedia,Wikipedia,english,keyword,42,1.2583125077891224,1.0210491737906884,1.145582752718927,1.2905825131497972
wikipedia,Wikipedia,wikimedia,keyword,31,1.3071177786230643,1.0255623568276275,1.238367192766755,1.9443605396434889
wikipedia,Wikipedia,wikipedia's,keyword,27,0.9889275531074966,1.031990687753084,1.0151069444659997,0.8467713188111494
wikipedia,Wikipedia,for,appaiata,97,1.0983700799039113,1.0226636665382431,0.970358713188295,0.991631329457514
wikipedia,Wikipedia,are,appaiata,63,1.210805111311747,1.0673701507119706,1.1745375962288223,1.4229340767842777
wikipedia,Wikipedia,was,appaiata,52,1.2423485791566242,0.9150576518817962,1.179406920170586,1.3277837099553431
wikipedia,Wikipedia,not,appaiata,40,1.102313751059569,0.9468158664743177,1.1077321870919121,1.0509433818783298
wikipedia,Wikipedia,its,appaiata,37,1.1642628428891375,1.0480210824356915,1.0964131799688461,1.1577870520560156
wikipedia,Wikipedia,which,appaiata,30,1.0189358987235297,0.99663819416155,0.9901830628029021,1.0049633450122544
wikipedia,Wikipedia,content,appaiata,27,1.0905742132936136,0.9735725093628735,1.0244474510180535,1.0118035256726565
wikipedia,Moon,vocali,vocali,18316,1.2384861741865212,1.007671332539622,1.0043864272524472,0.5805166297941105
wikipedia,Moon,spazio,spazio,9786,1.322525215275204,0.9767695055226092,1.0206799146017878,0.4661324372399355
wikipedia,Moon,e,lettera,5739,1.1354988491112914,0.9570348579461615,1.0023139367447313,0.8175600210846261
wikipedia,Moon,t,lettera,4583,1.3806958708401151,0.9642866869765113,1.0109999969754047,0.784126177640492
wikipedia,Moon,a,lettera,4143,1.2778838489566227,0.9598478661935038,1.00107388311441,0.8236547745715629
wikipedia,Moon,o,lettera,3831,1.188507131541921,1.0047958440622018,0.9020019070284307,0.9231797877434096
wikipedia,Moon,i,lettera,3377,1.0292594619504924,0.8916716666307276,0.9083760216404396,0.9234220159903798
wikipedia,Moon,n,lettera,3319,1.1672701987305156,1.0097380035179393,0.9810921989923971,0.8571468758375842
wikipedia,Moon,s,lettera,3257,1.0559869528451173,0.9976392422412389,0.9471051877634334,0.8944100078296224
wikipedia,Moon,r,lettera,3134,1.3049404533783646,0.9448174528388561,1.008477316401074,0.8297811834019705
wikipedia,Moon,h,lettera,2353,1.3044522357008481,0.9145520907780216,0.9951755191847195,0.8852596317937452
wikipedia,Moon,l,lettera,2073,1.2502635174870518,0.9902055480809665,1.0544226992220143,1.0265383376031953
wikipedia,Moon,c,lettera,1631,1.3372981690971981,0.9656968167564459,0.9734486799043207,1.022239453505049
wikipedia,Moon,d,lettera,1595,1.1399261869415171,0.9596084583844102,0.998792098250731,0.9412651719950575
wikipedia,Moon,m,lettera,1537,1.2830863915838888,0.9794043903547368,0.9304265095225394,0.9038696937242058
wikipedia,Moon,u,lettera,1226,1.0348862688669367,1.0346037169038274,0.9713957679199815,0.9117469037313843
wikipedia,Moon,f,lettera,1058,1.0248892613911806,0.9359765741666006,1.0132231504540363,0.9793611236127702
wikipedia,Moon,p,lettera,922,1.2459165343909142,0.9946326448433581,0.9798910933446422,1.0639407724050614
wikipedia,Moon,g,lettera,844,1.124710028966208,0.9675359915669196,0.9865131417247008,1.0633938259660338
wikipedia,Moon,y,lettera,752,0.9832543062590983,0.9567398060501183,0.9712754418907127,0.9747570756600016
wikipedia,Moon,b,lettera,698,1.1099366814247715,1.03170103005837,1.0553151835558898,0.9438119189055304
wikipedia,Moon,the,funzione,945,1.4120448194690374,1.0326564492518406,0.9519378256070682,0.9308184032689554
wikipedia,Moon,of,funzione,405,1.222748449077347,0.9931190056406013,1.1272087695979378,1.1345262894408634
wikipedia,Moon,and,funzione,260,1.0996121000884747,0.9573661963281951,1.0292645756745313,0.9552132688989022
wikipedia,Moon,to,funzione,211,1.0364253603196907,0.9223202814111183,0.982314833634212,0.9387180409832935
wikipedia,Moon,in,funzione,163,1.1749389743142558,1.008752654801332,0.9933470980988283,0.9480369541256678
wikipedia,Moon,is,funzione,160,1.2469333620682264,1.0579636571408935,1.1232415708176948,1.1337378261698734
wikipedia,Moon,moon,keyword,282,1.406719858535242,0.9533095475293275,1.2366630974222448,1.3154243797909704
wikipedia,Moon,earth,keyword,162,1.483094376833956,1.0258634500691644,1.2962936918508647,1.6854848605732087
wikipedia,Moon,lunar,keyword,96,1.1822801841104784,0.9704452707528722,1.0850220608403633,1.1578702441012878
wikipedia,Moon,moon's,keyword,56,1.05181821653927,1.0517899302183131,1.0708117222133244,1.0584307964558919
wikipedia,Moon,surface,keyword,49,1.143090779864975,0.9874862116901891,1.1750682742234735,1.5827950376619533
wikipedia,Moon,sun,keyword,45,1.4034551250154597,0.9694068315803562,1.3041823509731196,2.1772000281634525
wikipedia,Moon,earth's,keyword,42,1.2888408524955484,1.101761987620739,1.1637746999065381,1.8130731122921453
wikipedia,Moon,on,appaiata,98,1.1398706682971544,1.0246882056289612,1.076900788455277,1.161299900842042
wikipedia,Moon,from,appaiata,92,0.994611994087786,0.9592811927922935,1.0909238042092033,1.0661526030170554
wikipedia,Moon,as,appaiata,90,1.0024549452453708,1.0136395206543662,1.0164323652221097,1.1944305737335732
wikipedia,Moon,it,appaiata,62,1.1348718838362386,1.0575751038283878,1.0479871893692343,1.2681089138315191
wikipedia,Moon,this,appaiata,50,1.1417588577207851,1.0503022518565568,1.0917148493266948,1.0268980516423534
wikipedia,Moon,have,appaiata,42,1.2533100058020963,0.9748702813065361,1.149342565888349,1.4751043477892425
wikipedia,Moon,than,appaiata,42,1.053932776324541,0.9667320653422015,1.0599742226538376,1.1877224609610544
wikipedia,Alexander the Great,vocali,vocali,18770,1.1158345724579566,0.9774180527090582,0.9969330704756626,0.49906819720119955
wikipedia,Alexander the Great,spazio,spazio,9520,1.2573144015495066,0.9807808783525916,1.0114202659409015,0.4741558844928141
wikipedia,Alexander the Great,e,lettera,6090,1.1088680582636037,0.9612058614994803,0.8977070340448785,0.8392595133746398
wikipedia,Alexander the Great,a,lettera,4901,1.2035297791125905,1.0114255258197071,0.9240741479978732,0.8983915029953777
wikipedia,Alexander the Great,t,lettera,3984,1.177829845604255,0.9940390833365688,0.8799754276276225,0.9002642627940634
wikipedia,Alexander the Great,n,lettera,3534,1.2319060441006195,0.9557155093257377,0.9847507076683749,0.8243599984255182
wikipedia,Alexander the Great,i,lettera,3453,1.0753005037960464,0.9317701393186447,1.0722503952502156,0.9034112188547812
wikipedia,Alexander the Great,s,lettera,3205,1.193393288117563,1.0871694997504615,0.9610535254313337,0.9424953777697559
wikipedia,Alexander the Great,o,lettera,3138,1.1479282657004177,1.0368537139183405,1.0055676497175154,0.9008139046416043
wikipedia,Alexander the Great,r,lettera,3109,1.065641292453595,1.0570844869934883,0.9433784754039599,0.860414074885132
wikipedia,Alexander the Great,h,lettera,2581,1.2152509487046064,1.0527126410382655,0.9869869787013296,0.8874903450186857
wikipedia,Alexander the Great,d,lettera,2412,1.165254359244942,0.9098619281866176,0.9575242216253835,0.9067113139116733
wikipedia,Alexander the Great,l,lettera,1976,1.1247925679564525,0.9541306498960159,0.9655856633009945,0.9331930764812068
wikipedia,Alexander the Great,c,lettera,1414,1.223999183348593,0.9604493746713761,1.0161940227556212,0.946336856660628
wikipedia,Alexander the Great,u,lettera,1188,1.0288175146609309,0.9901011969505703,1.0462748901463523,0.9469759869057812
wikipedia,Alexander the Great,p,lettera,1142,1.2167823708636059,1.003189596930173,1.0404200018034315,1.0151325337839348
wikipedia,Alexander the Great,m,lettera,1122,1.0705927646047233,0.9971399029103494,0.9702972093467023,0.9840367955404817
wikipedia,Alexander the Great,f,lettera,1008,1.0130729432521817,0.9599968763136403,1.0002588885841632,0.9262838062448757
wikipedia,Alexander the Great,g,lettera,924,0.9576811913253734,0.9205226056152996,1.0010474951259323,0.9426465697380771
wikipedia,Alexander the Great,y,lettera,778,1.093110487402653,1.00368601037074,0.9916105054393309,1.0136017964611974
wikipedia,Alexander the Great,w,lettera,687,1.1007855154836839,0.9177759462714917,0.9677998909267966,0.9605519846336876
wikipedia,Alexander the Great,the,funzione,712,1.2126333788378985,1.0484426479597129,0.9231452171346336,0.9198411785195204
wikipedia,Alexander the Great,of,funzione,422,1.1403798150598188,0.967606783751259,0.9914291488681893,0.9680132714279426
wikipedia,Alexander the Great,and,funzione,333,1.0378943258344895,0.9772007179972784,0.964280933385019,0.8234199061354273
wikipedia,Alexander the Great,to,funzione,289,1.0840938254585704,0.9343325448149633,1.0115038225944393,0.9548991033488978
wikipedia,Alexander the Great,his,funzione,216,1.1067165770071825,1.0290069563502782,1.0173749680593158,1.0661058337111875
wikipedia,Alexander the Great,in,funzione,194,1.0346190232091488,1.0341553438356517,1.0329451205553621,0.9790173937794158
